Country,WF,WTG,Generation,Type,Power,Component,Material Code,Material Description,'Consumption'[Date],Age (d),Sum of Q,Unit,Order,Order Exchange
France,WFG-FR-02,88634,DELTA,N131,3600,Hydraulic Unit,HYD-2201,Hydraulic pitch unit,2020-01-20 00:00:00,597,1,PCE,SYN-ORD-841524,SYN-EX-04
France,WFG-FR-02,87072,GAMMA,N149,4500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2023-10-17 00:00:00,598,2,PCE,SYN-ORD-727854,SYN-EX-06
USA,WFG-US-03,90768,SIGMA,N90,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2018-03-04 00:00:00,599,1,PCE,SYN-ORD-760638,SYN-EX-02
Turkey,WFG-TU-03,89585,SIGMA,N100,2500,Gearbox,GBX-2044,Gearbox service component,2019-03-19 00:00:00,599,1,PCE,SYN-ORD-700002,SYN-EX-06
Germany,WFG-GE-03,86872,GAMMA,N149,4500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2024-06-25 00:00:00,601,1,PCE,SYN-ORD-727255,SYN-EX-02
Netherlands,WFG-NE-03,90334,SIGMA,N100,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2018-02-17 00:00:00,601,1,PCE,SYN-ORD-953820,SYN-EX-01
Greece,WFG-GR-03,89880,SIGMA,N90,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2021-05-07 00:00:00,603,1,PCE,SYN-ORD-836516,SYN-EX-01
Germany,WFG-GE-03,87976,SIGMA,N90,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2019-07-02 00:00:00,603,1,PCE,SYN-ORD-876784,SYN-EX-03
USA,WFG-US-03,88528,DELTA,N131,3600,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2022-02-25 00:00:00,604,1,PCE,SYN-ORD-841288,SYN-EX-09
Germany,WFG-GE-03,90116,SIGMA,N90,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2025-09-10 00:00:00,608,1,PCE,SYN-ORD-858498,SYN-EX-07
Ireland,WFG-IR-02,86912,GAMMA,N149,4500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2017-10-14 00:00:00,608,1,PCE,SYN-ORD-713376,SYN-EX-08
France,WFG-FR-02,86477,SIGMA,N100,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2022-09-11 00:00:00,610,1,PCE,SYN-ORD-718322,SYN-EX-05
Ireland,WFG-IR-02,89697,DELTA,N131,3600,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2022-02-14 00:00:00,610,1,PCE,SYN-ORD-747913,SYN-EX-01
Italy,WFG-IT-03,89608,DELTA,N80,1300,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2018-12-24 00:00:00,611,2,PCE,SYN-ORD-806231,SYN-EX-06
Portugal,WFG-PO-03,89080,SIGMA,N100,2500,Generator,GEN-4201,Generator control module,2024-08-16 00:00:00,611,1,PCE,SYN-ORD-965380,SYN-EX-02
Germany,WFG-GE-03,90398,SIGMA,N90,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2024-02-02 00:00:00,611,1,PCE,SYN-ORD-703819,SYN-EX-06
Belgium,WFG-BE-01,88210,SIGMA,N100,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2020-06-13 00:00:00,612,1,PCE,SYN-ORD-891879,SYN-EX-05
France,WFG-FR-02,88119,SIGMA,N90,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2018-08-01 00:00:00,613,1,PCE,SYN-ORD-828044,SYN-EX-02
Germany,WFG-GE-03,89494,SIGMA,N100,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2024-07-18 00:00:00,614,1,PCE,SYN-ORD-989322,SYN-EX-08
USA,WFG-US-03,86211,SIGMA,N90,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2025-02-12 00:00:00,616,1,PCE,SYN-ORD-794393,SYN-EX-09
Turkey,WFG-TU-03,90388,SIGMA,N90,2500,Gearbox,GBX-2044,Gearbox service component,2018-06-23 00:00:00,616,1,PCE,SYN-ORD-742301,SYN-EX-04
Finland,WFG-FI-01,89733,SIGMA,N100,2500,Generator,GEN-5210,Generator control module,2021-12-21 00:00:00,617,1,PCE,SYN-ORD-968280,SYN-EX-06
Netherlands,WFG-NE-03,88662,SIGMA,N100,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2023-08-08 00:00:00,618,1,PCE,SYN-ORD-985440,SYN-EX-01
France,WFG-FR-02,88875,DELTA,N125,3000,Hydraulic Unit,HYD-2201,Hydraulic pitch unit,2025-05-12 00:00:00,618,1,PCE,SYN-ORD-710747,SYN-EX-05
Spain,WFG-SP-02,89714,SIGMA,N90,2500,Hydraulic Unit,HYD-3104,Hydraulic pitch unit,2019-08-02 00:00:00,618,1,PCE,SYN-ORD-872246,SYN-EX-03
France,WFG-FR-02,88878,DELTA,N125,3000,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2021-03-22 00:00:00,619,1,PCE,SYN-ORD-841671,SYN-EX-05
USA,WFG-US-03,90275,GAMMA,N149,4500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2020-12-11 00:00:00,619,1,PCE,SYN-ORD-821759,SYN-EX-06
France,WFG-FR-02,86495,GAMMA,N149,4500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2023-08-28 00:00:00,620,1,PCE,SYN-ORD-942354,SYN-EX-06
Norway,WFG-NO-03,88117,SIGMA,N90,2500,Main Bearing,BRG-1102,Main bearing assembly,2022-10-18 00:00:00,620,1,PCE,SYN-ORD-889081,SYN-EX-04
Germany,WFG-GE-03,89358,SIGMA,N90,2500,Main Bearing,BRG-1102,Main bearing assembly,2021-11-28 00:00:00,621,1,PCE,SYN-ORD-899165,SYN-EX-03
Germany,WFG-GE-03,86518,SIGMA,N100,2500,Generator,GEN-4201,Generator control module,2020-06-11 00:00:00,624,1,PCE,SYN-ORD-736111,SYN-EX-09
Turkey,WFG-TU-03,86699,SIGMA,N90,2500,Gearbox,GBX-1180,Gearbox service component,2016-09-28 00:00:00,624,1,PCE,SYN-ORD-726316,SYN-EX-08
Estonia,WFG-ES-02,86646,SIGMA,N100,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2021-04-16 00:00:00,624,1,PCE,SYN-ORD-795104,SYN-EX-01
Greece,WFG-GR-03,90652,GAMMA,N149,4500,Yaw System,YAW-3301,Yaw drive frequency converter,2024-06-22 00:00:00,624,1,PCE,SYN-ORD-737468,SYN-EX-07
Portugal,WFG-PO-03,86749,SIGMA,N100,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2018-09-30 00:00:00,624,1,PCE,SYN-ORD-925380,SYN-EX-03
Greece,WFG-GR-03,86330,SIGMA,N90,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2023-07-31 00:00:00,625,1,PCE,SYN-ORD-926812,SYN-EX-09
Greece,WFG-GR-03,88940,SIGMA,N90,2500,Main Bearing,BRG-1102,Main bearing assembly,2023-04-11 00:00:00,626,1,PCE,SYN-ORD-861192,SYN-EX-08
USA,WFG-US-03,87378,SIGMA,N90,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2019-08-23 00:00:00,626,1,PCE,SYN-ORD-867755,SYN-EX-01
France,WFG-FR-02,88377,DELTA,N131,3600,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2019-08-08 00:00:00,627,1,PCE,SYN-ORD-838835,SYN-EX-06
Portugal,WFG-PO-03,88923,DELTA,N131,3600,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2018-03-14 00:00:00,627,2,PCE,SYN-ORD-802071,SYN-EX-06
Ireland,WFG-IR-02,86488,SIGMA,N100,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2017-11-05 00:00:00,628,2,PCE,SYN-ORD-883817,SYN-EX-01
Turkey,WFG-TU-03,90538,SIGMA,N90,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2019-06-29 00:00:00,628,1,PCE,SYN-ORD-953646,SYN-EX-08
Germany,WFG-GE-03,88303,SIGMA,N90,2500,Gearbox,GBX-2044,Gearbox service component,2024-09-09 00:00:00,628,1,PCE,SYN-ORD-936107,SYN-EX-04
Portugal,WFG-PO-03,89867,DELTA,N131,3600,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2023-09-16 00:00:00,629,1,PCE,SYN-ORD-729616,SYN-EX-01
France,WFG-FR-02,87619,SIGMA,N100,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2021-07-11 00:00:00,632,1,PCE,SYN-ORD-718393,SYN-EX-03
Norway,WFG-NO-03,89675,SIGMA,N100,2500,Generator,GEN-5210,Generator control module,2023-07-11 00:00:00,633,1,PCE,SYN-ORD-904687,SYN-EX-04
France,WFG-FR-02,90314,SIGMA,N90,2500,Yaw System,YAW-3301,Yaw drive frequency converter,2021-08-12 00:00:00,633,1,PCE,SYN-ORD-753162,SYN-EX-06
Germany,WFG-GE-03,90418,SIGMA,N100,2500,Hydraulic Unit,HYD-2201,Hydraulic pitch unit,2022-01-09 00:00:00,634,1,PCE,SYN-ORD-866975,SYN-EX-02
Finland,WFG-FI-01,89422,SIGMA,N90,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2022-12-01 00:00:00,635,1,PCE,SYN-ORD-719592,SYN-EX-02
Germany,WFG-GE-03,90402,SIGMA,N100,2500,Gearbox,GBX-1180,Gearbox service component,2022-08-23 00:00:00,635,1,PCE,SYN-ORD-797742,SYN-EX-07
Germany,WFG-GE-03,90198,SIGMA,N100,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2018-03-13 00:00:00,636,1,PCE,SYN-ORD-876751,SYN-EX-08
United Kingdom,WFG-UN-03,87459,DELTA,N125,3000,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2021-06-14 00:00:00,636,1,PCE,SYN-ORD-742306,SYN-EX-05
Sweden,WFG-SW-03,89549,SIGMA,N100,2500,Yaw System,YAW-3301,Yaw drive frequency converter,2023-05-06 00:00:00,637,1,PCE,SYN-ORD-939780,SYN-EX-01
France,WFG-FR-02,89020,SIGMA,N90,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2024-12-21 00:00:00,638,1,PCE,SYN-ORD-749587,SYN-EX-07
France,WFG-FR-02,87358,SIGMA,N90,2500,Gearbox,GBX-2044,Gearbox service component,2020-08-28 00:00:00,640,1,PCE,SYN-ORD-857327,SYN-EX-03
Poland,WFG-PO-03,87742,SIGMA,N90,2500,Yaw System,YAW-3301,Yaw drive frequency converter,2024-08-23 00:00:00,642,2,PCE,SYN-ORD-792595,SYN-EX-06
Pakistan,WFG-PA-02,86243,SIGMA,N100,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2021-01-07 00:00:00,643,2,PCE,SYN-ORD-864961,SYN-EX-09
USA,WFG-US-03,89675,SIGMA,N90,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2017-10-12 00:00:00,643,1,PCE,SYN-ORD-943030,SYN-EX-08
Germany,WFG-GE-03,88755,SIGMA,N100,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2019-09-15 00:00:00,643,2,PCE,SYN-ORD-739620,SYN-EX-02
Germany,WFG-GE-03,88330,DELTA,N80,1300,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2020-10-20 00:00:00,645,1,PCE,SYN-ORD-984066,SYN-EX-01
France,WFG-FR-02,86955,DELTA,N125,3000,Gearbox,GBX-2044,Gearbox service component,2017-11-07 00:00:00,646,1,PCE,SYN-ORD-862871,SYN-EX-02
Germany,WFG-GE-03,89250,SIGMA,N90,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2021-05-15 00:00:00,647,1,PCE,SYN-ORD-737843,SYN-EX-08
Ireland,WFG-IR-02,88810,SIGMA,N90,2500,Yaw System,YAW-3301,Yaw drive frequency converter,2017-05-12 00:00:00,647,1,PCE,SYN-ORD-756462,SYN-EX-08
Germany,WFG-GE-03,88184,SIGMA,N100,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2019-12-19 00:00:00,647,1,PCE,SYN-ORD-886539,SYN-EX-06
USA,WFG-US-03,88317,SIGMA,N100,2500,Generator,GEN-4201,Generator control module,2022-10-14 00:00:00,647,1,PCE,SYN-ORD-968855,SYN-EX-07
Ireland,WFG-IR-02,86464,SIGMA,N90,2500,Yaw System,YAW-4402,Yaw drive frequency converter,2020-08-04 00:00:00,648,1,PCE,SYN-ORD-991377,SYN-EX-02
United Kingdom,WFG-UN-03,90679,SIGMA,N90,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2024-05-24 00:00:00,648,1,PCE,SYN-ORD-813642,SYN-EX-04
France,WFG-FR-02,90561,SIGMA,N100,2500,Yaw System,YAW-4402,Yaw drive frequency converter,2024-01-03 00:00:00,648,1,PCE,SYN-ORD-918779,SYN-EX-06
Netherlands,WFG-NE-03,88127,GAMMA,N149,4500,Gearbox,GBX-1180,Gearbox service component,2024-12-15 00:00:00,649,1,PCE,SYN-ORD-816046,SYN-EX-04
Italy,WFG-IT-03,87020,SIGMA,N90,2500,Generator,GEN-5210,Generator control module,2024-10-26 00:00:00,650,1,PCE,SYN-ORD-751176,SYN-EX-02
Italy,WFG-IT-03,89599,GAMMA,N149,4500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2021-07-18 00:00:00,650,1,PCE,SYN-ORD-815104,SYN-EX-09
Germany,WFG-GE-03,86686,SIGMA,N90,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2019-04-14 00:00:00,651,1,PCE,SYN-ORD-808645,SYN-EX-03
Germany,WFG-GE-03,88386,SIGMA,N100,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2024-04-04 00:00:00,652,1,PCE,SYN-ORD-944103,SYN-EX-02
South Africa,WFG-SO-03,88490,DELTA,N131,3600,Hydraulic Unit,HYD-2201,Hydraulic pitch unit,2020-12-21 00:00:00,652,1,PCE,SYN-ORD-876813,SYN-EX-08
Turkey,WFG-TU-03,90065,DELTA,N131,3600,Gearbox,GBX-1180,Gearbox service component,2019-09-15 00:00:00,653,1,PCE,SYN-ORD-849450,SYN-EX-08
France,WFG-FR-02,87553,SIGMA,N90,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2024-01-19 00:00:00,653,1,PCE,SYN-ORD-714578,SYN-EX-05
USA,WFG-US-03,90268,SIGMA,N90,2500,Main Bearing,BRG-2208,Main bearing assembly,2020-07-27 00:00:00,654,1,PCE,SYN-ORD-844929,SYN-EX-04
Ireland,WFG-IR-02,90710,SIGMA,N90,2500,Main Bearing,BRG-1102,Main bearing assembly,2022-04-20 00:00:00,655,1,PCE,SYN-ORD-759909,SYN-EX-05
Croatia,WFG-CR-03,90338,SIGMA,N100,2500,Main Bearing,BRG-2208,Main bearing assembly,2020-06-15 00:00:00,655,1,PCE,SYN-ORD-911001,SYN-EX-04
France,WFG-FR-02,86949,SIGMA,N100,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2018-05-06 00:00:00,655,1,PCE,SYN-ORD-911199,SYN-EX-03
South Africa,WFG-SO-03,88110,SIGMA,N100,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2023-07-07 00:00:00,655,1,PCE,SYN-ORD-734718,SYN-EX-01
Germany,WFG-GE-03,89746,DELTA,N125,3000,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2023-08-23 00:00:00,655,1,PCE,SYN-ORD-983783,SYN-EX-06
USA,WFG-US-03,88904,GAMMA,N149,4500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2022-04-30 00:00:00,655,1,PCE,SYN-ORD-730772,SYN-EX-07
United Kingdom,WFG-UN-03,87882,SIGMA,N90,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2020-01-02 00:00:00,656,1,PCE,SYN-ORD-956510,SYN-EX-07
Germany,WFG-GE-03,86329,SIGMA,N90,2500,Yaw System,YAW-3301,Yaw drive frequency converter,2022-03-16 00:00:00,656,1,PCE,SYN-ORD-992652,SYN-EX-08
Germany,WFG-GE-03,87956,SIGMA,N100,2500,Yaw System,YAW-4402,Yaw drive frequency converter,2022-05-25 00:00:00,657,1,PCE,SYN-ORD-838154,SYN-EX-04
Turkey,WFG-TU-03,87895,SIGMA,N100,2500,Yaw System,YAW-4402,Yaw drive frequency converter,2022-02-16 00:00:00,659,1,PCE,SYN-ORD-876059,SYN-EX-04
Lithuania,WFG-LI-02,89575,SIGMA,N90,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2020-04-05 00:00:00,659,2,PCE,SYN-ORD-845430,SYN-EX-04
United Kingdom,WFG-UN-03,87995,GAMMA,N149,4500,Generator,GEN-4201,Generator control module,2019-03-11 00:00:00,660,1,PCE,SYN-ORD-790350,SYN-EX-01
Norway,WFG-NO-03,89883,GAMMA,N149,4500,Main Bearing,BRG-1102,Main bearing assembly,2017-09-17 00:00:00,661,1,PCE,SYN-ORD-769357,SYN-EX-04
Netherlands,WFG-NE-03,89816,SIGMA,N90,2500,Generator,GEN-4201,Generator control module,2021-06-19 00:00:00,662,1,PCE,SYN-ORD-888544,SYN-EX-06
Turkey,WFG-TU-03,88716,SIGMA,N100,2500,Generator,GEN-4201,Generator control module,2025-02-25 00:00:00,663,1,PCE,SYN-ORD-789052,SYN-EX-01
Poland,WFG-PO-03,90082,SIGMA,N90,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2016-02-02 00:00:00,663,1,PCE,SYN-ORD-840582,SYN-EX-04
Germany,WFG-GE-03,86792,DELTA,N131,3600,Main Bearing,BRG-2208,Main bearing assembly,2022-12-02 00:00:00,663,1,PCE,SYN-ORD-867055,SYN-EX-07
Germany,WFG-GE-03,87502,SIGMA,N100,2500,Gearbox,GBX-2044,Gearbox service component,2019-11-07 00:00:00,666,2,PCE,SYN-ORD-738705,SYN-EX-03
Finland,WFG-FI-01,86627,SIGMA,N100,2500,Generator,GEN-4201,Generator control module,2021-06-05 00:00:00,666,1,PCE,SYN-ORD-895086,SYN-EX-03
Poland,WFG-PO-03,90019,SIGMA,N100,2500,Main Bearing,BRG-1102,Main bearing assembly,2024-05-08 00:00:00,667,1,PCE,SYN-ORD-719108,SYN-EX-09
France,WFG-FR-02,88801,SIGMA,N100,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2020-10-02 00:00:00,668,1,PCE,SYN-ORD-954558,SYN-EX-09
USA,WFG-US-03,90312,SIGMA,N90,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2022-08-11 00:00:00,668,1,PCE,SYN-ORD-976936,SYN-EX-09
United Kingdom,WFG-UN-03,90771,SIGMA,N100,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2017-02-26 00:00:00,668,1,PCE,SYN-ORD-958110,SYN-EX-06
Sweden,WFG-SW-03,88059,SIGMA,N90,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2020-10-31 00:00:00,669,1,PCE,SYN-ORD-987448,SYN-EX-07
United Kingdom,WFG-UN-03,90346,SIGMA,N100,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2024-01-04 00:00:00,670,1,PCE,SYN-ORD-990925,SYN-EX-05
Turkey,WFG-TU-03,89946,SIGMA,N100,2500,Yaw System,YAW-4402,Yaw drive frequency converter,2022-11-08 00:00:00,671,2,PCE,SYN-ORD-713719,SYN-EX-03
Turkey,WFG-TU-03,86249,GAMMA,N149,4500,Generator,GEN-4201,Generator control module,2023-09-30 00:00:00,672,1,PCE,SYN-ORD-925604,SYN-EX-02
Turkey,WFG-TU-03,88664,SIGMA,N90,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2022-09-13 00:00:00,672,1,PCE,SYN-ORD-807702,SYN-EX-02
United Kingdom,WFG-UN-03,89963,SIGMA,N90,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2019-01-13 00:00:00,673,1,PCE,SYN-ORD-935028,SYN-EX-06
Sweden,WFG-SW-03,88792,SIGMA,N90,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2025-01-19 00:00:00,673,1,PCE,SYN-ORD-982753,SYN-EX-05
Turkey,WFG-TU-03,86518,SIGMA,N100,2500,Gearbox,GBX-2044,Gearbox service component,2019-12-22 00:00:00,674,2,PCE,SYN-ORD-817349,SYN-EX-05
France,WFG-FR-02,86984,SIGMA,N90,2500,Hydraulic Unit,HYD-3104,Hydraulic pitch unit,2020-08-18 00:00:00,674,1,PCE,SYN-ORD-717383,SYN-EX-05
France,WFG-FR-02,86822,SIGMA,N90,2500,Gearbox,GBX-2044,Gearbox service component,2019-10-08 00:00:00,675,1,PCE,SYN-ORD-737347,SYN-EX-05
Portugal,WFG-PO-03,89688,SIGMA,N100,2500,Yaw System,YAW-3301,Yaw drive frequency converter,2022-05-09 00:00:00,676,2,PCE,SYN-ORD-946382,SYN-EX-04
Netherlands,WFG-NE-03,88024,GAMMA,N149,4500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2023-09-25 00:00:00,676,1,PCE,SYN-ORD-923232,SYN-EX-05
Germany,WFG-GE-03,87005,SIGMA,N100,2500,Generator,GEN-5210,Generator control module,2024-08-01 00:00:00,676,2,PCE,SYN-ORD-743849,SYN-EX-08
Germany,WFG-GE-03,87942,DELTA,N131,3600,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2024-01-26 00:00:00,676,1,PCE,SYN-ORD-798149,SYN-EX-07
United Kingdom,WFG-UN-03,88962,SIGMA,N90,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2021-11-22 00:00:00,677,1,PCE,SYN-ORD-941224,SYN-EX-04
Germany,WFG-GE-03,86349,SIGMA,N90,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2022-07-26 00:00:00,677,1,PCE,SYN-ORD-867505,SYN-EX-02
Netherlands,WFG-NE-03,87297,SIGMA,N100,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2024-01-18 00:00:00,677,1,PCE,SYN-ORD-758747,SYN-EX-05
France,WFG-FR-02,87819,SIGMA,N90,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2023-08-07 00:00:00,677,2,PCE,SYN-ORD-953107,SYN-EX-08
Germany,WFG-GE-03,90084,SIGMA,N100,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2024-09-16 00:00:00,678,1,PCE,SYN-ORD-787858,SYN-EX-05
South Africa,WFG-SO-03,90045,SIGMA,N100,2500,Hydraulic Unit,HYD-3104,Hydraulic pitch unit,2021-03-21 00:00:00,679,1,PCE,SYN-ORD-893420,SYN-EX-04
Germany,WFG-GE-03,90628,SIGMA,N90,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2019-10-09 00:00:00,679,2,PCE,SYN-ORD-929198,SYN-EX-05
France,WFG-FR-02,89149,DELTA,N131,3600,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2020-05-09 00:00:00,679,1,PCE,SYN-ORD-912232,SYN-EX-03
Germany,WFG-GE-03,86326,SIGMA,N90,2500,Generator,GEN-4201,Generator control module,2020-11-22 00:00:00,680,1,PCE,SYN-ORD-924272,SYN-EX-01
Germany,WFG-GE-03,90099,SIGMA,N100,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2023-10-31 00:00:00,680,1,PCE,SYN-ORD-968330,SYN-EX-06
Germany,WFG-GE-03,87068,SIGMA,N90,2500,Generator,GEN-4201,Generator control module,2021-03-18 00:00:00,681,1,PCE,SYN-ORD-910930,SYN-EX-08
Germany,WFG-GE-03,86773,SIGMA,N100,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2024-11-21 00:00:00,682,1,PCE,SYN-ORD-942794,SYN-EX-04
Germany,WFG-GE-03,88034,SIGMA,N90,2500,Main Bearing,BRG-1102,Main bearing assembly,2018-01-19 00:00:00,682,1,PCE,SYN-ORD-896580,SYN-EX-09
Germany,WFG-GE-03,88514,SIGMA,N100,2500,Generator,GEN-5210,Generator control module,2020-02-19 00:00:00,683,2,PCE,SYN-ORD-873589,SYN-EX-01
United Kingdom,WFG-UN-03,87790,DELTA,N100,1800,Gearbox,GBX-1180,Gearbox service component,2020-05-24 00:00:00,684,1,PCE,SYN-ORD-839132,SYN-EX-01
Ireland,WFG-IR-02,86906,SIGMA,N100,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2015-12-28 00:00:00,684,1,PCE,SYN-ORD-971237,SYN-EX-05
Turkey,WFG-TU-03,86805,SIGMA,N90,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2021-01-05 00:00:00,686,1,PCE,SYN-ORD-915604,SYN-EX-06
France,WFG-FR-02,90444,SIGMA,N90,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2022-07-15 00:00:00,686,1,PCE,SYN-ORD-743685,SYN-EX-04
USA,WFG-US-03,87399,SIGMA,N100,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2021-09-28 00:00:00,687,1,PCE,SYN-ORD-944252,SYN-EX-05
Uruguay,WFG-UR-01,87657,SIGMA,N100,2500,Yaw System,YAW-4402,Yaw drive frequency converter,2024-07-12 00:00:00,689,2,PCE,SYN-ORD-948291,SYN-EX-03
Finland,WFG-FI-01,90030,SIGMA,N90,2500,Generator,GEN-4201,Generator control module,2022-01-12 00:00:00,690,1,PCE,SYN-ORD-720228,SYN-EX-02
Germany,WFG-GE-03,90622,SIGMA,N90,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2022-09-07 00:00:00,691,1,PCE,SYN-ORD-789366,SYN-EX-08
Germany,WFG-GE-03,88649,SIGMA,N90,2500,Generator,GEN-4201,Generator control module,2024-08-10 00:00:00,692,1,PCE,SYN-ORD-833152,SYN-EX-05
France,WFG-FR-02,90427,SIGMA,N90,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2022-06-08 00:00:00,692,1,PCE,SYN-ORD-900096,SYN-EX-07
France,WFG-FR-02,90139,SIGMA,N100,2500,Generator,GEN-4201,Generator control module,2020-08-27 00:00:00,693,1,PCE,SYN-ORD-824705,SYN-EX-01
United Kingdom,WFG-UN-03,89675,SIGMA,N100,2500,Hydraulic Unit,HYD-3104,Hydraulic pitch unit,2019-01-07 00:00:00,693,2,PCE,SYN-ORD-762539,SYN-EX-06
Turkey,WFG-TU-03,86204,SIGMA,N90,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2021-02-04 00:00:00,693,1,PCE,SYN-ORD-734331,SYN-EX-08
Germany,WFG-GE-03,89027,SIGMA,N90,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2019-05-19 00:00:00,694,1,PCE,SYN-ORD-739234,SYN-EX-04
Turkey,WFG-TU-03,89462,SIGMA,N90,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2024-01-15 00:00:00,694,1,PCE,SYN-ORD-716879,SYN-EX-02
USA,WFG-US-03,88828,SIGMA,N100,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2019-05-25 00:00:00,695,2,PCE,SYN-ORD-829572,SYN-EX-03
Germany,WFG-GE-03,87603,SIGMA,N100,2500,Main Bearing,BRG-1102,Main bearing assembly,2022-05-17 00:00:00,696,1,PCE,SYN-ORD-701795,SYN-EX-04
Finland,WFG-FI-01,87157,SIGMA,N100,2500,Gearbox,GBX-2044,Gearbox service component,2022-10-16 00:00:00,696,1,PCE,SYN-ORD-767370,SYN-EX-03
